sink_id,timestamp,cur_time,throughput
2,1565729328094,1565729344585,12333
2,1565729328730,1565729345086,13852
2,1565729329747,1565729345686,13166
2,1565729330298,1565729346187,9660
2,1565729331252,1565729346787,14733
2,1565729331994,1565729347288,12574
2,1565729332821,1565729347888,16516
2,1565729333606,1565729348389,15449
2,1565729334517,1565729348989,13100
2,1565729335157,1565729349503,10992
2,1565729335832,1565729350103,10533
2,1565729336468,1565729350604,11936
2,1565729337171,1565729351105,14730
2,1565729338015,1565729351704,11686
2,1565729338376,1565729352205,11796
2,1565729339287,1565729352706,13193
2,1565729339754,1565729353282,10173
2,1565729340241,1565729353806,6717
2,1565729340881,1565729354307,14211
2,1565729341619,1565729354907,10333
2,1565729342276,1565729355408,13353
2,1565729342934,1565729356007,11669
2,1565729343548,1565729356508,10419
2,1565729344167,1565729357009,11816
2,1565729344948,1565729357664,11435
2,1565729345774,1565729358165,13692
2,1565729346326,1565729358666,13213
2,1565729347068,1565729359265,11786
2,1565729347810,1565729359766,13193
2,1565729348424,1565729360267,11816
2,1565729349082,1565729360867,9733
2,1565729349718,1565729361368,12335
2,1565729350209,1565729361891,8068
2,1565729351053,1565729362392,16267
2,1565729351732,1565729362991,9716
2,1565729352541,1565729363492,13552
2,1565729353283,1565729363993,14371
2,1565729353852,1565729364593,9200
2,1565729354466,1565729365094,13333
2,1565729355230,1565729365703,10082
2,1565729356035,1565729366204,15948
2,1565729356586,1565729366705,13632
2,1565729357456,1565729367206,15229
2,1565729358367,1565729367707,15668
2,1565729359003,1565729368306,10300
2,1565729359639,1565729368807,13672
2,1565729360318,1565729369407,12433
2,1565729361017,1565729369908,10239
2,1565729361971,1565729370508,12816
2,1565729362416,1565729371009,14610
2,1565729363455,1565729371609,11083
2,1565729364197,1565729372110,12954
2,1565729364939,1565729372709,10317
2,1565729365579,1565729373234,12019
2,1565729366254,1565729373735,14830
2,1565729367165,1565729374335,12233
2,1565729367801,1565729374836,12015
2,1565729368543,1565729375337,16227
2,1565729369289,1565729375904,11746
2,1565729370031,1565729376437,12757
2,1565729370667,1565729376967,12358
2,1565729371405,1565729377468,15229
2,1565729372147,1565729378067,10267
2,1565729372889,1565729378568,14451
2,1565729373334,1565729379069,12075
2,1565729374267,1565729379584,12330
2,1565729374840,1565729380169,9111
2,1565729375476,1565729380670,11057
2,1565729376175,1565729381171,13752
2,1565729376921,1565729381770,9582
2,1565729377557,1565729382271,11516
2,1565729378401,1565729382871,13500
2,1565729378846,1565729383372,13133
2,1565729379673,1565729383972,9250
2,1565729380313,1565729384473,13373
2,1565729381161,1565729385032,13864
2,1565729381836,1565729385533,15568
2,1565729382578,1565729386133,10800
2,1565729383489,1565729386733,13433
2,1565729384040,1565729387234,13133
2,1565729384888,1565729387834,13550
2,1565729385630,1565729388392,13530
2,1565729386478,1565729388893,14990
2,1565729387348,1565729389493,12716
2,1565729388068,1565729390093,14333
2,1565729389044,1565729390594,17305
2,1565729389853,1565729391194,11650
2,1565729390485,1565729391695,11896
2,1565729391036,1565729392206,10724
2,1565729391800,1565729392707,11996
2,1565729392715,1565729393307,13116
2,1565729393453,1565729393808,16506
2,1565729394305,1565729394408,13433
2,1565729394937,1565729395008,12683
2,1565729395467,1565729395509,9900
2,1565729396001,1565729396109,8550
2,1565729396531,1565729396610,10319
2,1565729397184,1565729397210,5300
2,1565729397714,1565729397743,2101
3,1565729277108,1565729277687,1
3,1565729277175,1565729278232,2348
3,1565729277387,1565729278733,3453
3,1565729277744,1565729279234,5189
3,1565729278570,1565729279833,5626
3,1565729278888,1565729280334,6147
3,1565729279206,1565729280836,5537
3,1565729279189,1565729281339,9145
3,1565729279821,1565729281840,10279
3,1565729280351,1565729282342,9641
3,1565729280881,1565729282843,10139
3,1565729281856,1565729283344,12115
3,1565729282259,1565729283943,12604
3,1565729283446,1565729284444,12874
3,1565729283743,1565729284945,14231
3,1565729284930,1565729285544,11268
3,1565729285164,1565729286045,15848
3,1565729285867,1565729286546,14970
3,1565729286817,1565729287047,12734
3,1565729287559,1565729287646,12587
3,1565729288093,1565729288147,10039
3,1565729288662,1565729288747,9333
3,1565729289149,1565729289248,8962
3,1565729289785,1565729289848,9883
3,1565729290230,1565729290349,9740
3,1565729290866,1565729290896,10255
3,1565729291375,1565729291449,8481
3,1565729291909,1565729291950,10059
3,1565729292435,1565729292451,10239
3,1565729292965,1565729293050,8180
3,1565729293495,1565729293551,9920
3,1565729294029,1565729294052,10818
3,1565729294453,1565729294554,7848
3,1565729294979,1565729295055,9520
3,1565729295530,1565729295556,11277
3,1565729296060,1565729296156,7583
3,1565729296675,1565729296756,9466
3,1565729297209,1565729297257,10039
3,1565729297778,1565729297857,9783
